사업코드,사업명,공고관리번호,사업구분,국내외구분,발주처,PM부서,발주방법,등록구분,진행상태,PM,대표사,공동도급사,수주일자,계약일자,원화공급가액,원화부가세액,원화합계금액,수금율(%),변경준공일(차수),주관사
C20200268,345kV 고덕-서안성T/L 건설공사 사후환경영향조사 용역,A201203-01,설계,국내,한국전력공사,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,진행,이채진,㈜수성엔지니어링,"㈜수성엔지니어링(88), ㈜보드플랜이엔씨(12)",2020-12-03,2020-12-17,"724,961,600","72,496,160","797,457,760",83.76,2025-07-16,주관사
C20200268A,345kV 고덕-서안성T/L 건설공사 사후환경영향조사 용역_추가A,A201203-01,설계,국내,㈜보드플랜이엔씨,환경사업부,지명경쟁입찰(PQ)(미사용),지분차액,진행,이채진,㈜수성엔지니어링,㈜수성엔지니어링(100),2020-12-03,2020-12-17,"74,143,800","7,414,380","81,558,180",85.81,2025-07-16,비주관사
C20200269,농소~강동간(2공구) 도로개설공사 설계단계 건설사업관리용역,A201210-02,설계,국내,울산광역시,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,정형욱,㈜수성엔지니어링,"㈜수성엔지니어링(70), (주) 한신엔지니어링(울산)(30)",2020-12-10,2020-12-17,"380,569,000","38,056,900","418,625,900",100.00,2023-11-26,주관사
C20200270,양산시 지방상수도 현대화사업 기본 및 실시설계용역-시설물조사,A201218-25,설계,국내,㈜도화엔지니어링,상하수도부,민간(미사용),본사업,진행,황원현,㈜수성엔지니어링,㈜수성엔지니어링(100),2020-12-18,2020-12-18,"394,954,545","39,495,455","434,450,000",84.91,2999-12-31,주관사
C20200271,국립새만금수목원 조성사업 감독권한대행 등 건설사업관리 용역,A201218-03,감리,국내,산림청,건설사업관리부,용역형 건설사업관리,본사업,진행,문덕,㈜한국종합기술,"㈜한국종합기술(40.79), ㈜도화엔지니어링(32.98), ㈜수성엔지니어링(13.02), ㈜부성씨엠(7.44), (주)이음엔지니어링(5.77)",2020-12-18,2020-12-23,"697,399,364","69,739,936","767,139,300",43.37,2025-06-30,주관사
C20200272,해양레저관광거점사업 조성공사 건설사업관리용역,A201221-17,감리,국내,제주특별자치도,건설사업관리부,용역형 건설사업관리,본사업,진행,김진수,㈜수성엔지니어링,"㈜수성엔지니어링(39.06), ㈜혜인이엔씨(30.76), ㈜태신엔지니어링건축사사무소(27.83), KI(2.35)",2020-12-21,2020-12-24,"690,149,883","69,014,987","759,164,870",100.00,2025-02-18,주관사
C20200273,방글라데시 지능형교통체계(ITS) 활용 국가 간선도로망 강화사업 PMC용역,A201229-01,설계,해외,한국국제협력단,교통부,해외(미사용),본사업,진행,장윤섭,한국도로공사,"에스트래픽㈜(45.89), (주)위니텍(19.83), 한국도로공사(15.08), ㈜수성엔지니어링(12.39), 한국교통연구원(6.81)",2020-12-24,2020-12-24,"971,838,000",0,"971,838,000",86.68,2025-06-30,주관사
C20200274,캄보디아 한-캄 우정의다리 건설사업 타당성조사(F/S) 용역,A201229-04,설계,국내,한국수출입은행,구조부,해외(미사용),본사업,준공,이용우,㈜삼보기술단,"㈜삼보기술단(90), ㈜수성엔지니어링(10)",2020-12-29,2020-12-29,"50,818,182","5,081,818","55,900,000",100.00,2021-11-30,비주관사
C20200274A,캄보디아 한-캄 우정의다리 건설사업 타당성조사(F/S) 용역_추가A,A201229-04,설계,국내,㈜삼보기술단,구조부,해외(미사용),지분차액,준공,이용우,㈜삼보기술단,㈜수성엔지니어링(100),2020-12-29,2020-12-29,"50,786,920","5,078,692","55,865,612",100.00,2021-11-15,비주관사
C20200275,안락공원 현대화사업 교통영향평가 수립용역,A201218-21,설계,국내,경상남도 진주시,교통부,일반경쟁(미사용),본사업,준공,서윤찬,㈜수성엔지니어링,㈜수성엔지니어링(100),2020-12-18,2020-12-23,"52,468,182","5,246,818","57,715,000",100.00,2021-05-12,주관사
C20200276,익산시관내 국도대체우회도로 (서수~평장1) 건설공사 건설사업관리(시공단계)용역,A201221-06,감리,국내,익산지방국토관리청,건설사업관리부,용역형 건설사업관리,본사업,진행,류지훈,㈜수성엔지니어링,"㈜수성엔지니어링(40), ㈜하이콘엔지니어링(35), ㈜한맥기술(25)",2020-12-21,2020-12-30,"1,807,636,364","180,763,636","1,988,400,000",36.07,2026-01-19,비주관사
C20200277,안산반월국가산업단지 실시계획변경 용역,A201109-09,설계,국내,㈜대일스마트허브스퀘어,도시계획부,민간(미사용),본사업,준공,남상균,㈜수성엔지니어링,㈜수성엔지니어링(100),2020-11-09,2020-12-01,"40,000,000","4,000,000","44,000,000",100.00,2021-05-15,비주관사
C20200278,경부고속선 안전취약개소(대전북연결선) 제1공구 건설공사 설계시공 일괄입찰 실시설계 용역,A201230-01,설계,국내,남광토건㈜,지반부,턴키(미사용),본사업,준공,신경하,㈜선구엔지니어링,"㈜선구엔지니어링(69.83), ㈜수성엔지니어링(25.34), 신원ENG(3.22), 다온(1.61)",2020-12-30,2020-07-22,"787,500,000","78,500,000","866,250,000",100.00,2021-07-31,주관사
C20200279,남해 해안경관지구 프로젝트 기본구상 용역,A210104-01,설계,국내,경남개발공사,도시계획부,협상에의한방식(미사용),본사업,준공,정훈,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-01-04,2021-01-01,"88,636,364","8,863,636","97,500,000",100.00,2024-12-09,주관사
C20210001,동읍~봉강간 도로건설공사 사후환경영향조사용역,A201221-01,설계,국내,경상남도,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,진행,김화섭,㈜수성엔지니어링,"㈜수성엔지니어링(50), ㈜도화엔지니어링(40), ㈜씨엔에스환경기술(10)",2020-12-21,2020-12-31,"193,980,455","19,398,045","213,378,500",82.57,2026-02-22,주관사
C20210001A,동읍~봉강간 도로건설공사 사후환경영향조사용역_추가A,A201221-01,설계,국내,㈜씨엔에스환경기술,환경사업부,지명경쟁입찰(PQ)(미사용),지분차액,진행,김화섭,㈜수성엔지니어링,㈜수성엔지니어링(100),2020-12-21,2020-12-31,"31,036,873","3,103,687","34,140,560",28.56,2025-10-06,비주관사
C20210002,"죽백,청룡,월곡처리분구 하수관로 정비공사 외 2개사업 통합건설사업관리용역",A201209-02,감리,국내,경기도 평택시 상하수도사업소,건설사업관리부,용역형 건설사업관리,본사업,진행,김태훈,㈜한국종합기술,"㈜한국종합기술(63.49), ㈜수성엔지니어링(27.21), ㈜오이디(9.3)",2020-12-09,2021-01-05,"609,553,636","60,955,364","670,509,000",80.10,2025-05-25,비주관사
C20210003,창원시 완충저류시설 임대형 민간투자사업(기본설계),A210105-04,설계,국내,㈜포스코이앤씨,상하수도부,민간(미사용),본사업,진행,황원현,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-01-05,2020-12-23,"484,350,000","48,435,000","532,785,000",39.70,2025-06-30,주관사
C20210004,"밀양 농어촌관광휴양단지 조성사업 사후환경영향조사(공사시,운영시) 및 환경보전방안",A210107-02,설계,국내,밀양관광단지조성사업단(주),환경사업부,협상에의한방식(미사용),본사업,진행,김화섭,㈜수성엔지니어링,"㈜수성엔지니어링(60), ㈜경화엔지니어링(40)",2021-01-07,2021-01-08,"612,163,637","61,216,363","673,380,000",79.52,2026-05-26,주관사
C20210005,댐 시설물의 3D 모델과 AI 학습데이터를 구축,A201230-06,설계,국내,(주)딥인스펙션,플랫폼사업실,민간(미사용),본사업,준공,김민수,㈜수성엔지니어링,㈜수성엔지니어링(100),2020-12-30,2020-12-01,"8,636,364","863,636","9,500,000",100.00,2021-03-31,비주관사
C20210006,섬진강 두곡지구 재해복구사업 건설사업관리용역,A201221-04,감리,국내,영산강유역환경청,건설사업관리부,용역형 건설사업관리,본사업,준공,김태훈,㈜화신엔지니어링,"㈜화신엔지니어링(60), ㈜수성엔지니어링(40)",2020-12-21,2020-12-30,"431,781,818","43,178,182","474,960,000",100.00,2024-04-30,주관사
C20210007,북부도로망외1개소 타당성조사 및 기본계획수립용역,A201201-07,설계,국내,경기도 안성시,도로부,지명경쟁입찰(후PQ)(미사용),본사업,준공,정진황,㈜케이지엔지니어링종합건축사사무소,"㈜케이지엔지니어링종합건축사사무소(70), ㈜수성엔지니어링(30)",2020-12-01,2020-12-31,"56,427,273","5,642,727","62,070,000",100.00,2021-06-28,주관사
C20210008,석포제련소 오염지하수 확산방지시설 설치공사 건설감리용역,A201218-26,감리,국내,(주)영풍 석포제련소,건설사업관리부,민간(미사용),본사업,준공,정하헌,㈜수성엔지니어링,㈜수성엔지니어링(100),2020-12-18,2020-12-31,"722,500,000","72,250,000","794,750,000",100.00,2022-07-31,주관사
C20210009,2021년 아암물류2단지(제3투기장) 부지조성사업 사후환경영향조사용역(공사시),A210108-03,설계,국내,인천항만공사,환경사업부,지명경쟁입찰(후PQ)(미사용),본사업,준공,,㈜수성엔지니어링,"㈜수성엔지니어링(50), ㈜혜인이엔씨(40), ㈜라임엔지니어링(10)",2020-12-14,2021-01-08,"121,072,727","12,107,273","133,180,000",100.00,2022-01-19,비주관사
C20210009A,2021년 아암물류2단지(제3투기장) 부지조성사업 사후환경영향조사용역(공사시) _추가A,A210108-03,설계,국내,㈜혜인이엔씨,환경사업부,지명경쟁입찰(후PQ)(미사용),지분차액,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2020-12-14,2021-01-08,"72,643,636","7,264,364","79,908,000",100.00,2022-01-19,비주관사
C20210009B,2021년 아암물류2단지(제3투기장) 부지조성사업 사후환경영향조사용역(공사시) _추가B,A210108-03,설계,국내,㈜라임엔지니어링,환경사업부,지명경쟁입찰(후PQ)(미사용),지분차액,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2020-12-14,2021-01-08,"18,160,909","1,816,091","19,977,000",100.00,2022-01-19,비주관사
C20210010,지개-남산간 연결도로 민간투자사업 환경보전방안검토,A210108-06,설계,국내,에이치디씨현대산업개발㈜,환경사업부,민간(미사용),본사업,준공,김화섭,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-01-08,2020-11-20,"80,000,000","8,000,000","88,000,000",100.00,2021-01-31,비주관사
C20210011,부산진구 동천 하수도정비 대책 기본계획 수립용역,A210108-07,설계,국내,부산광역시 부산진구,상하수도부,수의계약(미사용),본사업,준공,황원현,㈜수성엔지니어링,"㈜수성엔지니어링(70), 대진(30)",2021-01-08,2021-01-08,"11,454,545","1,145,455","12,600,000",100.00,2021-06-09,주관사
C20210012,호남고속철도 2단계(고막원~목포) 건설사업 제7공구 노반신설 기타공사 감독 권한대행 등 건설사업관리용역,A201217-04,감리,국내,국가철도공단,철도건설관리부,종합심사낙찰제(미사용),본사업,진행,최영렬,㈜수성엔지니어링,"㈜수성엔지니어링(40), 동부엔지니어링㈜(30), ㈜대한콘설탄트(30)",2020-12-17,2021-01-19,"3,431,327,274","343,132,726","3,774,460,000",65.02,2026-09-18,주관사
C20210013,인덕원~동탄 복선전철 제1공구 및 월곶~판교 복선전철 제8공구 건설공사 감독 권한대행 등 건설사업관리용역,A201217-07,감리,국내,국가철도공단,철도건설관리부,종합심사낙찰제(미사용),본사업,진행,이승호,㈜대한콘설탄트,"㈜대한콘설탄트(57.2), ㈜수성엔지니어링(42.8)",2020-12-17,2021-03-02,"3,141,684,197","314,168,419","3,455,852,616",43.43,2024-12-31,주관사
C20210014,화성 OO공공주택지구 조사설계 용역,A210108-02,설계,국내,경기도 화성도시공사,도시설계부,지명경쟁입찰(PQ)(미사용),본사업,중지,이동식,㈜삼안,"㈜삼안(66), ㈜수성엔지니어링(34)",2021-01-08,2021-01-20,"505,416,182","50,541,618","555,957,800",30.00,2024-01-21,주관사
C20210015,속초 설악동 재건사업 개발구역 지정 및 실시설계용역,A210106-03,설계,국내,강원특별자치도 속초시,도시계획부,지명경쟁입찰(PQ)(미사용),본사업,준공,김서수,㈜수성엔지니어링,"㈜수성엔지니어링(38.8), ㈜삼주이앤텍(29.1), ㈜서영엔지니어링(29.1), 적도지형공간정보시스템㈜(3)",2021-01-06,2021-01-19,"391,914,927","39,191,493","431,106,420",100.00,2023-04-06,주관사
C20210016,영종~신도 평화도로 건설공사 실시설계용역,A210120-06,설계,국내,㈜한화건설,도로부,턴키(미사용),본사업,준공,김관수,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-01-20,2021-01-21,"2,003,900,000","200,390,000","2,204,290,000",100.00,2021-11-30,비주관사
C20210017,안동 와룡~봉화 법전 사후환경영향조사용역,A201228-05,설계,국내,부산지방국토관리청,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,진행,이채진,㈜수성엔지니어링,"㈜수성엔지니어링(80), ㈜보드플랜이엔씨(20)",2020-12-28,2021-01-22,"1,401,360,000","140,136,000","1,541,496,000",39.84,2026-01-30,비주관사
C20210017A,안동 와룡~봉화 법전 사후환경영향조사용역_추가A,A201228-05,설계,국내,㈜보드플랜이엔씨,환경사업부,설계시공분리발주,지분차액,진행,이채진,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-02-28,2021-02-28,"262,755,000","26,275,500","289,030,500",27.35,2030-12-05,비주관사
C20210018,조성농공단지 운영확대에 따른 기본계획 및 타당성조사 용역,A210125-08,설계,국내,전라남도 보성군,도시계획부,수의계약(미사용),본사업,준공,남상균,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-01-25,2021-01-22,"16,727,273","1,672,727","18,400,000",100.00,2021-04-27,주관사
C20210019,"마천터널(녹산방향,소사방향) 정밀안전점검용역",A210128-08,설계,국내,경상남도 창원시 진해구,안전진단부,수의계약(미사용),본사업,준공,김성호,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-01-28,2021-01-28,"17,836,364","1,783,636","19,620,000",100.00,2021-05-02,주관사
C20210020,생초지구 풍수해생활권 종합정비사업 기본 및 실시설계용역,A210114-03,설계,국내,경상남도 산청군,수자원부,설계시공분리발주,본사업,중지,임정택,㈜삼안,"㈜삼안(70), ㈜수성엔지니어링(30)",2021-01-14,2021-02-03,"338,400,000","33,840,000","372,240,000",70.00,2022-08-10,주관사
C20210021,(2020/21 KSP 건설·인프라 정책자문)몽골 지속가능한 철도분야 발전을 위한 기본계획 수립,A210310-03,설계,해외,한국수출입은행,철도설계부,해외(미사용),본사업,준공,김석수,㈜수성엔지니어링,"㈜수성엔지니어링(69.92), 주식회사 케이알티씨(30.08)",2020-11-27,2021-02-01,"159,668,506","15,966,851","175,635,357",100.00,2022-11-19,주관사
C20210022,창원남천유역 비점오염저감시설 타당성조사 및 기본계획 수립 용역,A210202-10,설계,국내,경상남도 창원시,상하수도부,수의계약(미사용),본사업,준공,황원현,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-02-02,2021-02-02,"18,000,000","1,800,000","19,800,000",100.00,2021-05-04,주관사
C20210023,성남~장호원 도로건설공사(제6공구) 기본 및 실시설계용역 (지적기반 UAV 영상제작),A210204-08,설계,국내,㈜삼보기술단,플랫폼사업실,민간(미사용),본사업,준공,김민수,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-02-04,2020-06-01,"4,500,000","450,000","4,950,000",100.00,2020-10-21,비주관사
C20210024,성남~장호원 도로건설공사(제6공구) 기본 및 실시설계용역 (지적기반 UAV 영상제작),A210204-09,설계,국내,주식회사 대한,플랫폼사업실,민간(미사용),본사업,준공,김민수,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-02-04,2020-08-01,"1,500,000","150,000","1,650,000",100.00,2020-12-31,주관사
C20210025,산단 진입교량(봉암교) 확장사업 타당성평가용역,A210126-04,설계,국내,경상남도 창원시,도로부,일반경쟁(미사용),본사업,준공,김관수,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-01-26,2021-02-09,"105,541,282","10,554,128","116,095,410",100.00,2022-08-08,주관사
C20210026,창원 원이대로 S-BRT 구축사업 기본 및 실시설계 용역,A210203-03,설계,국내,경상남도 창원특례시,교통부,지명경쟁입찰(PQ)(미사용),본사업,준공,서윤찬,㈜신성엔지니어링,"㈜신성엔지니어링(58.74), ㈜수성엔지니어링(30.26), 동림티엔에스(11)",2021-02-03,2021-02-16,"360,919,273","36,091,927","397,011,200",100.00,2022-12-15,주관사
C20210027,충북20산단2 연계교통체계구축대책 수립 및 교통영향평가 용역,A210127-01,설계,국내,한국토지주택공사,교통부,지명경쟁입찰(PQ)(미사용),본사업,준공,서윤찬,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-01-27,2021-02-19,"553,071,819","55,307,181","608,379,000",100.00,2023-12-11,주관사
C20210028,웅상정수장 고도산화처리시설 실시설계용역,A210216-14,설계,국내,경상남도 양산시 상하수도사업소,상하수도부,수의계약(미사용),본사업,준공,손종권,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-02-16,2021-02-16,"18,499,091","1,849,909","20,349,000",100.00,2021-05-12,주관사
C20210029,서울도시철도 9호선 4단계 연장사업 2공구 건설공사 T/K 기본설계(구조)용역,A210222-01,설계,국내,㈜태영건설,구조부,턴키(미사용),본사업,준공,이용우,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-02-22,2021-02-22,"421,500,000","42,150,000","463,650,000",100.00,2021-07-31,비주관사
C20210030,삼천포지구(2단계) 하수관로 정비사업 건설사업관리용역,A210204-02,감리,국내,경상남도 사천시,건설사업관리부,용역형 건설사업관리,본사업,진행,오동출,㈜도화엔지니어링,"㈜도화엔지니어링(40), ㈜한올엔지니어링(30), ㈜수성엔지니어링(30)",2021-02-04,2021-02-23,"969,436,364","96,943,636","1,066,380,000",77.76,2025-08-09,주관사
C20210031,송산그린시티 국제테마파크 주거단지 조성공사 기본설계 기술제안입찰 설계용역,A210224-05,설계,국내,㈜태영건설,구조부,턴키(미사용),본사업,준공,이용우,㈜건화,"㈜건화(53.58), 동부엔지니어링㈜(25.2), ㈜수성엔지니어링(21.22)",2021-02-24,2021-02-01,"843,707,200","84,370,720","928,077,920",99.98,2021-07-30,주관사
C20210032,충북20산단1 개발사업 조사설계용역,A210224-02,설계,국내,한국토지주택공사,도시계획부,종합심사낙찰제(미사용),본사업,진행,김만희,㈜수성엔지니어링,"㈜수성엔지니어링(31.29), ㈜도화엔지니어링(22.26), ㈜경동엔지니어링(22.26), ㈜경호엔지니어링종합건축사사무소(14.52), ㈜동성엔지니어링(9.67)",2021-02-24,2021-03-08,"2,599,764,476","259,976,448","2,859,740,924",67.72,2028-12-31,주관사
C20210032A,충북20산단1 개발사업 조사설계용역_추가A,A210224-02,설계,국내,㈜경동엔지니어링,도시계획부,설계시공분리발주,지분차액,진행,김만희,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-02-24,2024-01-08,"268,496,795","26,849,680","295,346,475",68.19,2027-03-08,비주관사
C20210032B,충북20산단1 개발사업 조사설계용역_추가B,A210224-02,설계,국내,㈜경호엔지니어링종합건축사사무소,도시계획부,설계시공분리발주,지분차액,진행,김만희,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-02-24,2024-01-08,"98,597,040","9,859,704","108,456,744",65.98,2027-03-08,비주관사
C20210032C,충북20산단1 개발사업 조사설계용역_추가C,A210224-02,설계,국내,㈜동성엔지니어링,도시계획부,설계시공분리발주,지분차액,진행,김만희,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-02-24,2024-01-08,"39,361,486","3,936,149","43,297,635",0.00,2027-03-08,비주관사
C20210033,춘천~속초 철도건설 제1공구 노반공사(T/K) 실시설계,A210302-04,설계,국내,㈜에이치제이중공업 건설부문,철도설계부,설계시공일괄발주(T/K),본사업,준공,김춘기,㈜수성엔지니어링,"㈜수성엔지니어링(56.78), ㈜이산(27.35), ㈜신성엔지니어링(15.87)",2021-03-02,2021-02-26,"4,398,500,000","439,850,000","4,838,350,000",100.00,2023-03-31,비주관사
C20210034,한국화훼농협 수도권(고양)화훼종합유통센터 신축공사 “도시계획시설결정 및 실시계획인가(진입도로)”용역,A210303-38,설계,국내,한국화훼농업협동조합,도시계획부,민간(미사용),본사업,진행,오평수,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-03,2021-03-07,"42,500,000","4,250,000","46,750,000",0.00,2025-12-31,비주관사
C20210035,중앙선 원주~제천간 복선전철 건설 교통영향평가 이행확인 용역,A210304-23,설계,국내,동부건설㈜,교통부,민간(미사용),본사업,준공,장윤섭,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-04,2021-03-04,"109,090,909","10,909,091","120,000,000",100.00,2021-09-03,주관사
C20210036,지능형교통체계(ITS) 현장장비 성능검증 컨설팅 사업,A210304-24,설계,국내,주식회사 오스코,교통부,민간(미사용),본사업,준공,장윤섭,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-04,2021-03-04,"181,818,182","18,181,818","200,000,000",100.00,2025-06-30,주관사
C20210037,고속국도 제400호 수도권 제2순환선 안산~인천 건설공사 기본 및 실시설계(제1공구),A210302-02,설계,국내,한국도로공사,도로부,종합심사낙찰제(미사용),본사업,진행,정형욱,㈜수성엔지니어링,"㈜수성엔지니어링(43), ㈜경원엔지니어링건축사사무소(30), ㈜건화(27)",2021-03-02,2021-03-10,"1,784,801,000","178,480,100","1,963,281,100",94.83,2022-11-18,주관사
C20210038,성남복정2 공공주택지구 전략환경영향평가 변경협의 용역,A210309-18,설계,국내,한국토지주택공사 위례사업본부,환경사업부,수의계약(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-09,2021-03-05,"76,090,909","7,609,091","83,700,000",100.00,2021-10-04,주관사
C20210039,코스타리카 푼타레나스-알라후엘라구간 철도재건사업 타당성조사,A210310-01,설계,해외,INCOFER,철도설계부,해외(미사용),본사업,해지,김석수,㈜동일기술공사,"㈜동일기술공사(57.66), ㈜수성엔지니어링(29.94), 국가철도공단(12.4)",2021-03-10,2021-02-24,0,0,0,0.00,2022-02-23,주관사
C20210040,광양항 3단계 투기장(1구역) 항만재개발사업 연결도로 기본 및 실시설계용역,A210225-07,설계,국내,여수지방해양수산청,도로부,지명경쟁입찰(SOQ)(미사용),본사업,준공,정진황,㈜수성엔지니어링,"㈜동명기술공단종합건축사사무소(47.99), ㈜한국항만기술단(21.81), ㈜수성엔지니어링(17.45), ㈜삼기지질(11.59), ㈜미래해양(1.16)",2021-02-25,2021-03-12,"239,931,819","23,993,181","263,925,000",100.00,2022-07-31,주관사
C20210041,대전연축 도시개발사업 교통영향평가용역,A210121-18,설계,국내,한국토지주택공사,교통부,지명경쟁입찰(후PQ)(미사용),본사업,준공,김정석,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-01-21,2021-03-12,"220,620,000","22,062,000","242,682,000",100.00,2024-05-21,주관사
C20210042,국도77호선 여수 화태-백야 도로건설공사(제1공구) 실시설계용역,A021625-01,설계,국내,㈜포스코이앤씨,지반부,턴키(미사용),본사업,준공,신경하,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-05,2021-03-11,"578,100,000","57,810,000","635,910,000",100.00,2021-10-31,비주관사
C20210043,수품항 정비공사 사후환경영향조사용역(공사시) ,A210305-05,설계,국내,목포지방해양수산청,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,진행,이채진,㈜대영엔지니어링,"㈜대영엔지니어링(45), ㈜세일종합기술공사(25), ㈜수성엔지니어링(20), 주식회사 마린(10)",2021-03-05,2021-03-17,"353,763,636","35,376,364","389,140,000",53.46,2025-12-13,비주관사
C20210044,북부 도시계획도로 건설공사 실시설계용역,A210317-11,설계,국내,경기도 안성시,도로부,지명경쟁입찰(후PQ)(미사용),본사업,준공,정형욱,㈜수성엔지니어링,"㈜수성엔지니어링(64.38), ㈜환경그룹(21.22), ㈜토아엔지니어링(14.4)",2021-03-17,2021-03-19,"121,612,100","12,161,210","133,773,310",100.00,2022-05-31,주관사
C20210046,의왕 오매기지구 도시개발사업 민간사업자 제안서작성,A210319-20,설계,국내,㈜티더블유의왕,도시계획부,민간(미사용),본사업,진행,오평수,㈜수성엔지니어링,"㈜수성엔지니어링(66.67), 어반웍스(주)(33.63)",2021-03-19,2021-03-19,"200,000,000","20,000,000","220,000,000",30.00,2022-12-31,주관사
C20210047,국도31호선 효암천교 등 5개소 정밀안전점검 기술용역,A210303-35,설계,국내,진영국토관리사무소,안전진단부,지명경쟁입찰(후PQ)(미사용),본사업,준공,김성호,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-03,2021-03-22,"70,450,000","7,045,000","77,495,000",100.00,2021-07-21,비주관사
C20210048,국도24호선 울주 언양 반송지구 외 5개소 절토사면 정밀안전점검 용역,A210225-17,설계,국내,진영국토관리사무소,지반부,지명경쟁입찰(후PQ)(미사용),본사업,준공,신경하,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-02-25,2021-03-22,"74,920,909","7,492,091","82,413,000",100.00,2022-04-23,주관사
C20210049,친환경패류양식연구센터 해수취수관설치 해양환경영향조사 용역,A210318-27,설계,국내,경상남도 수산자원연구소,환경사업부,일반경쟁(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-18,2021-03-22,"24,770,273","2,477,027","27,247,300",100.00,2021-05-21,주관사
C20210050,완사(마곡) 재해위험개선지구 정비사업 실시설계 용역,A210305-15,설계,국내,경상남도 사천시,수자원부,설계시공분리발주,본사업,준공,김종무,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-05,2021-03-22,"146,042,818","14,604,282","160,647,100",100.00,2999-12-31,주관사
C20210051,고창~내장IC간(2공구) 지방도 확포장공사 교통시설안전진단용역,A210322-19,설계,국내,전북특별자치도,교통부,일반경쟁(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-22,2021-03-25,"26,368,364","2,636,836","29,005,200",100.00,2021-05-24,주관사
C20210052,국도25호선 수산대교 등 2개소 정밀안전점검 기술용역,A210315-12,설계,국내,진영국토관리사무소,안전진단부,설계시공분리발주,본사업,준공,김성호,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-15,2021-03-25,"77,070,000","7,707,000","84,777,000",100.00,2021-07-26,주관사
C20210053,경기21 공공주택01지구 전략환경영향평가 용역,A210324-20,설계,국내,한국토지주택공사,환경사업부,수의계약(미사용),본사업,준공,이채진,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-24,2021-03-26,"591,490,909","59,149,091","650,640,000",100.00,2023-06-30,주관사
C20210054,국도3호선 신연터널(상) 등 12개소 정밀안전점검 기술용역,A210323-04,설계,국내,진주국토관리사무소,안전진단부,지명경쟁입찰(PQ)(미사용),본사업,준공,김성호,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-23,2021-03-25,"127,818,182","12,781,818","140,600,000",100.00,2021-09-27,주관사
C20210055,수원고등 주거환경개선사업 공원녹지 변경 인가 용역,A210325-27,설계,국내,한국토지주택공사 경기남부지역본부,조경레저부,수의계약(미사용),본사업,준공,정훈,㈜수성엔지니어링,㈜수성엔지니어링(100),2021-03-25,2021-03-25,"14,100,000","1,410,000","15,510,000",100.00,2021-05-31,주관사
C20210056,"인제 어두원(관벌), 광주(후평동) 소규모하수처리시설 설치사업 통합건설사업관리용역",A210310-04,감리,국내,강원특별자치도 인제군 상하수도사업소,건설사업관리부,용역형 건설사업관리,본사업,준공,이재봉,㈜수성엔지니어링,"㈜수성엔지니어링(55.66), JM(23.02), 주식회사 이레이앤씨(13.92), 동우E.C(7.22)",2021-03-10,2021-03-25,"515,755,091","51,575,509","567,330,600",100.00,2023-07-14,주관사
C20210057,고속도로 건설사업 사전타당성 조사 용역,A210312-05,설계,국내,한국도로공사,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,김관수,극동엔지니어링㈜,"극동엔지니어링㈜(55), ㈜수성엔지니어링(45)",2021-03-12,2021-03-29,"553,820,318","55,382,032","609,202,350",100.00,2022-08-22,주관사
