사업코드,사업명,사업구분,국내외구분,발주처,PM부서,발주방법,등록구분,진행상태,공동도급사,계약일자,변경준공일(차수),주관사
C19990058,덕소신앙촌 재건축사업 옹벽등에 관한 안정성 연구,설계,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-08-09,1999-11-30,주관사
C19990057,서해안 고속도로 군산-무안간 제17공구 1차 설계기준 및 연약 지반검토,설계,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-07-20,1999-12-27,주관사
C19990056,광주정보통신센타 신축공사(1차) 사면안정에 관한 연구,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-07-05,1999-12-20,주관사
C19990055,덕소신앙촌 재건축사업 흙막이 안정성 검토연구,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-06-01,1999-11-17,주관사
C19990054,부산지하철 2호선 2단계 230공구 건설공사(1차) 설계변경,설계,국내,두산산업개발㈜,철도설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-05-24,1999-12-03,주관사
C19990053,사매우회도로 본선 재설계,설계,국내,우정건설㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-12-01,2000-01-10,주관사
C19990052,국도 1호선 통일로 노면높이기공사 실시설계 설계지원용역,설계,국내,㈜천일기술단,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-12-30,2000-03-21,주관사
C19990051,광주 제12지구(양산) 토지구획 정리사업 환지계획용역,설계,국내,광주광역시,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-12-30,2003-05-03,주관사
C19990050,완도-군외간 도로확장 및포장공사 감리용역,감리,국내,익산지방국토관리청,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1999-12-08,2009-07-24,주관사
C19990049,봉화산터널 축조공사 민자유치사업 실시설계,설계,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-11-10,2000-03-31,주관사
C19990048,감천 양천제외 3개지구 수해복구공사 실시설계,설계,국내,부산지방국토관리청,수자원부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),1999-11-23,1999-12-22,주관사
C19990047,"영월-덕포간 도로확장 및 포장공사(3차) 영월 1,2, 봉래 터널 설계검토",설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-10-29,2000-03-30,주관사
C19990046A,국도 1호선 통일로 노면 높이기공사 실시설계_추가A,설계,국내,㈜천일,도로부,수의계약(미사용),지분차액,준공,㈜수성엔지니어링(100),1999-11-12,2000-03-21,주관사
C19990046,국도 1호선 통일로 노면 높이기공사 실시설계,설계,국내,서울지방국토관리청,도로부,수의계약(미사용),본사업,준공,"㈜수성엔지니어링(50), ㈜천일(50)",1999-11-12,2000-03-21,주관사
C19990045,왕림제 개수공사 실시설계 용역,설계,국내,서울지방국토관리청,수자원부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),1999-11-12,2000-07-24,주관사
C19990044,횡성읍마지구 택지개발사업 토공설계 및 하수도설계(설계도면 및 수량산출),설계,국내,(유)영창건설,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-11-01,1999-12-31,주관사
C19990043,경부고속철도 제1-1공구 노반신설 본선터널 종점부 설계검토 용역,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-11-01,1999-12-30,주관사
C19990042,걷고싶은 도시만들기 시범가로 기본 및 실시설계 용역,설계,국내,서울특별시 강남구,도시설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-11-01,2000-04-30,주관사
C19990041,공덕-대야간 도로축조 및 포장공사 교량설계검토,설계,국내,두산산업개발㈜,구조부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-10-29,1999-12-31,주관사
C19990040,국가 ITS 기술표준화사업 2단계 연구돌발상황 관리를 위한 정보형식 표준화,설계,국내,"연세대 도시, 교통과학연구소",교통부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-09-17,1999-11-29,주관사
C19990038,보룡 I/C교 설계 용역,설계,국내,일성건설㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-10-07,1999-10-31,주관사
C19990037,굴포교 가설공사 실시설계 감리용역,감리,국내,서울지방국토관리청,도로부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),1999-09-28,1999-12-26,주관사
C19990036,대전천변 도시고속화도로 실시설계 용역,설계,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-07-05,2000-05-31,주관사
C19990035,남서울역 진출입로 설치3차공사 구조 및 기술검토용역,설계,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-09-15,1999-10-10,주관사
C19990034,걷고싶은 도시만들기 기본 및 실시설계 용역,설계,국내,서울특별시 용산구,도시설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-09-07,2000-02-29,주관사
C19990033,"신풍지구 및 대림2, 신길6 생활권 상세계획 수립에 따른 교통영향평가",설계,국내,서울특별시 영등포구,교통부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),1999-08-26,2000-12-31,주관사
C19990032,걷고싶은 도시만들기 사업 가로조성 기본 및 실시설계,설계,국내,서울특별시 동대문구,도시설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-08-20,2000-02-29,주관사
C19990031,부산정관 택지개발지구 에너지 사용계획 수립용역,설계,국내,한국토지주택공사,도시계획부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),1999-07-27,2000-04-15,주관사
C19990030,"철원군 갈말읍 도시계획 재정비, 지적고시 및 항공측량 용역",설계,국내,강원도 철원군,도시계획부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1999-07-23,2001-12-21,주관사
C19990029,보령시 국도대체우회도로(화산~관창)축조 및 포장공사 전면책임감리용역,감리,국내,대전지방국토관리청,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1999-09-11,2005-12-31,주관사
C19990028,구미국가 산업단지 제4단지 조성사업 사후 환경영향평가,설계,국내,한국수자원공사,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1999-07-12,2005-01-01,주관사
C19990025,전주천 좌안도로 기본계획 및 실시설계,설계,국내,전북특별자치도 전주시,도로부,수의계약(미사용),본사업,준공,"㈜수성엔지니어링(60), 범우(40)",1999-06-10,1999-11-06,주관사
C19990024,가평∼신팔간 도로확장 및 포장공사 실시설계 인력지원용역,설계,국내,㈜천일기술단,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-05-25,2000-09-30,주관사
C19990023,서제주 골프장 경관영향평가,설계,국내,㈜제주개발공사,도시설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-05-15,1999-10-30,주관사
C19990021,기성-원남간 국도4차로 확장공사 실시설계용역,설계,국내,부산지방국토관리청,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜천일(50), ㈜수성엔지니어링(50)",1999-05-06,2001-08-31,비주관사
C19990020,당하지구 토지구획 정리사업 기본조사 및 기본설계 용역,설계,국내,㈜도화엔지니어링,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-02-20,1999-04-30,주관사
C19990019,가평-신팔간 도로확장 및 포장공사 실시설계,설계,국내,서울지방국토관리청,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(40), ㈜천일(30), ㈜보람엔지니어링종합건축사사무소(30)",1999-04-17,2000-10-23,주관사
C19990018,도림천 친수공간 조성사업 기본계획 및 기본설계,설계,국내,관악구청,수자원부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),1999-04-09,2000-03-31,주관사
C19990017,시흥역-기아대교간 도로개설공사 실시설계,설계,국내,서울특별시 금천구,도로부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),1999-03-30,2000-02-23,주관사
C19990016,상진개발지구 시가지 조성사업 및 용도지역 변경용역,설계,국내,"신광토건㈜, 대상㈜",도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-03-26,2001-03-31,주관사
C19990015,"용인신봉, 동천지구 개발사업 설계시공 일괄입찰서 작성",설계,국내,삼성엔지니어링㈜,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-03-15,1999-08-12,주관사
C19990013,청주시관내 국도대체우회도로(송절-율량) 개설공사 전면책임감리용역,감리,국내,충청북도 청주시,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1999-03-11,2001-02-10,주관사
C19990012,광주도시철도 1호선 1-4공구 건설공사중 #1081 환기구 설계변경,설계,국내,신화건설㈜,철도설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-03-04,1999-07-05,주관사
C19990011,월곡천 정비공사 기본계획 및 실시설계용역,설계,국내,서울특별시 강북구,수자원부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),1999-02-26,1999-08-10,주관사
C19990009,LG부곡복합화력 발전소 조경 및 휴식시설 설계,설계,국내,한국전력기술㈜,도시설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1999-02-11,2001-04-30,주관사
C19990007,용인죽전지구 택지개발사업 조사설계용역,설계,국내,한국토지주택공사,도시계획부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(44.7), ㈜경동엔지니어링(44.7), 교우(10.6)",1999-02-03,2001-04-27,주관사
C19990006,목3동 613-648간 암거확장공사 설계용역,설계,국내,서울특별시 양천구,상하수도부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),1999-02-02,1999-06-01,주관사
C19990004,서해안 고속도로 군산-무안간 제 17공구 1차 연약지반 설계검토용역,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-01-19,1999-03-10,주관사
C19990003,도계-경주간 도로4차로 확포장공사 실시설계 지원용역,설계,국내,㈜만영엔지니어링,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-10-15,1998-12-30,주관사
C19990002,탐라CC 건설사업 경관영향평가 재심의(2차),설계,국내,㈜욱성,도시설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1999-01-12,1999-04-08,주관사
C19990001,안산시 도시교통정비 기본계획 및 중기계획 변경수립용역,설계,국내,금호엔지니어링㈜,교통부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-12-15,1998-12-30,주관사
C19980091,두마-반포간 도로확장 및 포장공사 전면책임감리용역,감리,국내,대전지방국토관리청,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-12-31,2006-12-31,주관사
C19980090,마령-장수간 지방도 확.포장공사 전면책임감리용역,감리,국내,전북특별자치도,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-12-29,2004-06-15,주관사
C19980089,삼산지구 경지정리 사업공사 감리용역,감리,국내,경기도 양평군,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-12-01,1999-08-31,주관사
C19980088,계북-부남간 도로확포장공사 전면책임감리용역,감리,국내,전북특별자치도,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-08-21,2002-04-27,주관사
C19980087, 일산-덕이간 도로확.포장공사 전면책임감리용역,감리,국내,경기도 고양시,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-07-08,2001-06-30,주관사
C19980086,"강화해안순환도로 확장공사(2-1,2-2) 책임감리용역",감리,국내,인천광역시 강화군,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-07-03,2003-09-30,주관사
C19980085,구리인창빌딩 신축공사중 지하흙막이 및 굴토공사,설계,국내,㈜벽산건설,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-12-01,1998-12-31,주관사
C19980084,진주시 신청사 신축공사중 지하흙막이 및 굴토공사,설계,국내,㈜태영,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-11-01,1998-12-31,주관사
C19980083,도곡동 체육업무시설 지하흙막이 및 굴토공사,설계,국내,현대건설㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-02-01,1998-09-25,주관사
C19980082,부산 국제 종합전시장 신축공사,설계,국내,일신설계,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-02-12,1998-12-31,주관사
C19980081,아시아 금정경기장 가시설설계,설계,국내,일신설계,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-01-01,1998-12-31,주관사
C19980080,김해장유 한라아파트 토목설계용역비,설계,국내,㈜협연종합건축사무소,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-10-01,1998-10-25,주관사
C19980079,삼영모방 동아아파트 설계변경,설계,국내,㈜우림엔지니어링건축사사무소,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-09-10,1998-09-30,주관사
C19980078,동남주택 B/D 굴토설계,설계,국내,㈜담건축종합건축사사무소,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-09-01,1998-09-20,주관사
C19980077,강화해안순환도로 확포장공사(2-2공구)중 재설계부문,설계,국내,㈜영진엔지니어링(전남),도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-12-23,1999-12-31,주관사
C19980076,외동천외 1개소 소하천정비 설계용역,설계,국내,조달청(경기도 성남시 맑은물관리사업소),수자원부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),1998-12-17,1999-04-15,주관사
C19980075,국도43호선 청학교외 8개소 수해복구공사 실시설계용역,설계,국내,의정부국토관리사무소,구조부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-10-22,1998-12-05,주관사
C19980074,봉화진입도로 확장 실시설계용역,설계,국내,공영토건㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-09-10,1998-11-08,주관사
C19980073,부여-탄천간 도로확장 및 포장공사 실시설계용역,설계,국내,대전지방국토관리청,도로부,수의계약(미사용),본사업,준공,"㈜수성엔지니어링(50), 정도(50)",1998-10-07,1999-09-11,주관사
C19980072,국도1호선 월롱교 확장 및 양수대교 보수공사 실시설계용역,설계,국내,의정부국토관리사무소,구조부,지명경쟁입찰(후PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-09-29,1998-12-15,주관사
C19980071,신안-명석간 도로 확.포장공사 실시설계용역,설계,국내,경상남도,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-07-14,1998-11-10,주관사
C19980070,초계-적중간 마을외곽도로 개설공사 조사측량 및 실시설계용역,설계,국내,경상남도,도로부,수의계약(미사용),본사업,준공,"㈜수성엔지니어링(100), ㈜대한건설엔지니어링(0)",1998-06-15,1999-03-31,주관사
C19980069,내원사 우회도로 개설공사 실시설계용역,설계,국내,경상남도 양산시,도로부,지명경쟁입찰(후PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-06-20,1998-10-17,주관사
C19980068,북면 무곡2소류지 제방붕괴 보수.보강공사 설계용역,설계,국내,경상남도 창원시,수자원부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),1998-04-11,1998-04-25,주관사
C19980067,안양박달동APT충훈교 실시설계 및 안양천 제방설치,설계,국내,㈜한라,구조부,지명경쟁입찰(후PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-02-24,1998-08-22,주관사
C19980066,98창원신도시 분야가 산정용역,설계,국내,경상남도 창원시,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-02-09,1998-03-20,주관사
C19980065,경주-감포간 국도 4차로 확장공사 실시설계 용역,설계,국내,부산지방국토관리청,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜대한건설엔지니어링(40), ㈜수성엔지니어링(30), 삼원(30)",1998-12-29,2000-12-23,비주관사
C19980064,경춘선(갈매-춘천)간 복선전철 환경영향평가,설계,국내,철도청,환경사업부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-12-22,1999-12-20,주관사
C19980063,"광주도시철도 1호선 2단계(광산구 송정동 - 옥동 차량기지 전)건설공사 설계, 시공 일괄입찰을 위한 기본설",설계,국내,"금광기업㈜, 두산건설㈜",철도설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-12-05,1999-04-08,주관사
C19980062,하천수위관측 및 화상감시 시스템 설치 실시설계 용역,설계,국내,서울특별시,수자원부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),1998-12-01,1999-02-18,주관사
C19980061,사매우회도로 축조 및 포장공사 감리용역,감리,국내,익산지방국토관리청,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-11-26,2005-11-07,주관사
C19980060,국도 37호선 가평군 설악면 가일리지내외 5개소 수해복구공사 실시설계 용역,설계,국내,의정부국토관리사무소,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-10-30,1998-11-16,주관사
C19980059,세곡천정비 기본 및 실시설계 용역,설계,국내,발주처 미기입,수자원부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),1998-10-30,1998-12-23,주관사
C19980058,국도 6호선 용두리지내 수해복구 실시설계 용역,설계,국내,서울지방국토관리청,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-10-29,1998-11-13,주관사
C19980057,중부내륙 제2공구 교량 재(추가) 설계용역,설계,국내,한국도로공사 중부건설사업소,구조부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-10-28,1998-12-26,주관사
C19980056,국도 37호선(양평측) 수해복구공사 실시설계용역,설계,국내,대림산업㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-12-01,1999-12-31,주관사
C19980055,장항선 신장항-군산간 복선철도 실시설계,설계,국내,철도청,구조부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-10-21,1999-12-14,주관사
C19980054,우정-장안간 도로확장 및 포장공사 실시설계,설계,국내,서울지방국토관리청,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜경동엔지니어링(40), ㈜보람엔지니어링종합건축사사무소(30), ㈜수성엔지니어링(30)",1998-10-19,2000-07-18,비주관사
C19980053,용문-용두간 도로확장 및 포장공사 중 강교제작·설치공사의 상주감리용역,감리,국내,풍림산업㈜ 철구사업소,건설사업관리부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-07-21,1998-09-20,주관사
C19980052,"천호, 암사 상세계획에 따른 교통영향평가",설계,국내,서울특별시 강동구,교통부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),1998-09-15,1999-12-10,주관사
C19980051,"임진강유역 수문레이더 설치 및 부대공사중 토목,건축분야 실시설계",설계,국내,동일건설㈜,수자원부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),1998-10-12,1998-10-30,주관사
C19980050,익산 제3산업단지 조성사업 기본(개발)계획,설계,국내,전북특별자치도 익산시 공영개발사업소,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-01-05,2000-12-30,주관사
C19980049,문수산관광지 국토이용계획변경 및 관광지지정 기본설계용역,설계,국내,경상북도 봉화군,도시계획부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),1998-08-24,2000-01-05,주관사
C19980048,경부고속철도 제1-1공구 노반신설공사 개착가시설 구조검토 및 재설계용역,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-06-22,1998-08-03,주관사
C19980047,학산-영동간 도로확장 및 포장공사 구조물 사전도면 검토용역,설계,국내,두산산업개발㈜,구조부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-03-20,1998-09-29,주관사
C19980046,구미국가 산업단지 제4단지 진입도로 건설공사 실시설계 인력지원 용역,설계,국내,㈜천일기술단,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-07-20,1999-04-22,주관사
C19980045,"고속철도 1공구 건설공사 정거장 시,종점부 및 본선부 가시설 검토용역",설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-04-20,1998-11-14,주관사
C19980044,분당선 복선전철 제5공구 노반신설공사 환기구 가시설 검토용역,설계,국내,두산산업개발㈜,구조부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-04-08,1998-09-25,주관사
C19980043,군장 진입도로 건설공사 교대변위 및 성토제체 침하검토용역 외 2건,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-03-05,1998-11-23,주관사
C19980042,사정지구 토지구획 정리사업 실시설계 및 환지계획 변경용역,설계,국내,대전광역시 중구,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-07-23,2001-06-08,주관사
C19980041,동남지구 토지구획 정리사업 실시설계 용역,설계,국내,㈜건화,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-03-02,1998-05-10,주관사
C19980040,서귀포시 관내 국도대체 우회도로(상창-중문) 건설공사 전면책임감리 용역,감리,국내,제주지방국토관리청,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-07-27,2002-05-31,주관사
C19980039,안영지구 토지구획 정리사업 기술검토 용역,설계,국내,㈜신화엔지니어링,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-07-01,1999-02-25,주관사
C19980038,용산1지역 상세계획(보완)용역,설계,국내,서울특별시,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-07-10,1999-12-31,주관사
C19980037,전라선(산성-주생) 복선화 실시설계 설계감리,감리,국내,철도청,구조부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),1998-07-08,1998-12-29,주관사
C19980036,전라선(산성-주생) 복선화 교통영향평가,설계,국내,철도청,교통부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),1998-07-08,1999-02-04,주관사
C19980035,안영지구 토지구획 정리사업 실시설계 및 환지계획 수립용역,설계,국내,대전광역시 중구,도시계획부,수의계약(미사용),본사업,준공,"㈜수성엔지니어링(80), 신화(20)",1998-07-01,1999-02-25,주관사
C19980034,학산-영동간 도로확장 및 포장공사(1차) 교량재설계검토 외주용역건,설계,국내,두산산업개발㈜,구조부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-06-26,1998-10-10,주관사
C19980033,구미국가 산업단지 제4단지 진입도로 건설공사 실시설계 용역,설계,국내,부산지방국토관리청,도로부,수의계약(미사용),본사업,준공,"㈜수성엔지니어링(50), ㈜천일(50)",1998-06-23,1999-05-21,주관사
C19980032,용산 1지역 상세계획(안) 교통영향평가 용역,설계,국내,서울특별시,교통부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-06-12,1999-12-31,주관사
C19980031,경포 도시계획 도로(대로3-15호선) 개설공사 실시설계 용역,설계,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-06-10,1999-12-09,주관사
C19980030,구산면 수정지구 공유수면 매립사업 연결도로 및 기타설계용역,설계,국내,두산산업개발㈜,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-02-02,1998-11-05,주관사
C19980029,안양체육관 건립공사 흙막이 가시설 및 DEWATERING 검토용역,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-05-27,1998-06-10,주관사
C19980028,"청담, 도곡 아파트지구 개발 기본계획 수립",설계,국내,서울특별시,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-05-22,1999-12-31,주관사
C19980027,반포아파트지구 개발 기본계획 수립,설계,국내,서울특별시,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-05-22,1999-12-31,주관사
C19980026,"소계-북면간 도로확장공사(3차) 소계2육교 가교설치, 철거용역건",설계,국내,두산산업개발㈜,구조부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-05-15,1999-09-30,주관사
C19980025,FLY-ASH의 사용방안에 따른 실험결과 보완연구,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-01-20,1998-09-12,주관사
C19980024,88고속도로(옥포-성산간) 건설공사 실시설계용역(제3공구),설계,국내,한국도로공사,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-04-30,2000-07-31,주관사
C19980023,여주-구미간 T/K공사 설계 감리용역,감리,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-02-03,1998-08-22,주관사
C19980022,이문 전동차기지 건설공사 실시설계검토 및 자문용역,설계,국내,LG건설㈜,철도설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1997-05-22,1998-03-31,주관사
C19980021,중부내륙 고속도로 제8공구 건설공사 실시설계용역(T/K),설계,국내,㈜건화,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-04-14,1998-09-21,주관사
C19980020,영주-오현간 도로4차선 확장 및 포장공사 중 강교제작.설치공사의 상주감리 인력지원 용역,감리,국내,쌍용건설 (주),건설사업관리부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-01-01,1998-04-30,주관사
C19980019,안산지역난방 열생산시설 조경 및 휴식시설 설계용역,설계,국내,한국전력기술㈜,도시설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-04-09,1998-05-08,주관사
C19980018,대구 에덴스 클럽B/D 신축공사현장 흙막이 가시설 구조검토용역,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-01-21,1998-02-09,주관사
C19980017,낭월지구 토지구획 정리사업 환지계획수립 및 실시설계변경,설계,국내,대전광역시 동구,도시계획부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),1998-04-04,1999-12-31,주관사
C19980014,평동 2차단지 조성사업 실시설계용역,설계,국내,금호엔지니어링㈜,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-02-06,1998-03-27,주관사
C19980012,사정지구 토지구획정리사업 실시설계 및 환지계획 변경용역,설계,국내,㈜해강,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-03-03,1998-07-20,주관사
C19980011,송정동외 3개소 오수관설치 및 정비 실시설계용역,설계,국내,경상북도 구미시 상하수도사업본부,상하수도부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),1998-03-05,1998-07-01,주관사
C19980010,신천2교 보수공사 실시설계용역,설계,국내,서울특별시 도시기반시설본부,구조부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),1998-03-05,1998-08-01,주관사
C19980009,뿌리공원 진입보도교 실시설계용역,설계,국내,대전광역시 중구,구조부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),1998-03-20,1998-10-30,주관사
